原字,类型,前加字,上加字,基字,下加字,再下加字,元音,后加字,再后加字
བསླུན,藏文字符,བ,,ས,ླ,,ུ,ན,
བསླུབ,藏文字符,བ,,ས,ླ,,ུ,བ,
བསླུམ,藏文字符,བ,,ས,ླ,,ུ,མ,
བསླུར,藏文字符,བ,,ས,ླ,,ུ,ར,
བསླུལ,藏文字符,བ,,ས,ླ,,ུ,ལ,
བསླུས,藏文字符,བ,,ས,ླ,,ུ,ས,
བསླེག,藏文字符,བ,,ས,ླ,,ེ,ག,
བསླེང,藏文字符,བ,,ས,ླ,,ེ,ང,
བསླེད,藏文字符,བ,,ས,ླ,,ེ,ད,
བསླེན,藏文字符,བ,,ས,ླ,,ེ,ན,
བསླེབ,藏文字符,བ,,ས,ླ,,ེ,བ,
བསླེམ,藏文字符,བ,,ས,ླ,,ེ,མ,
བསླེར,藏文字符,བ,,ས,ླ,,ེ,ར,
བསླེལ,藏文字符,བ,,ས,ླ,,ེ,ལ,
བསླེས,藏文字符,བ,,ས,ླ,,ེ,ས,
བསློག,藏文字符,བ,,ས,ླ,,ོ,ག,
བསློང,藏文字符,བ,,ས,ླ,,ོ,ང,
བསློད,藏文字符,བ,,ས,ླ,,ོ,ད,
བསློན,藏文字符,བ,,ས,ླ,,ོ,ན,
བསློབ,藏文字符,བ,,ས,ླ,,ོ,བ,
བསློམ,藏文字符,བ,,ས,ླ,,ོ,མ,
བསློར,藏文字符,བ,,ས,ླ,,ོ,ར,
བསློལ,藏文字符,བ,,ས,ླ,,ོ,ལ,
བསློས,藏文字符,བ,,ས,ླ,,ོ,ས,
མཁྱག,藏文字符,མ,,ཁ,ྱ,,,ག,
མཁྱང,藏文字符,མ,,ཁ,ྱ,,,ང,
མཁྱད,藏文字符,མ,,ཁ,ྱ,,,ད,
མཁྱན,藏文字符,མ,,ཁ,ྱ,,,ན,
མཁྱབ,藏文字符,མ,,ཁ,ྱ,,,བ,
མཁྱམ,藏文字符,མ,,ཁ,ྱ,,,མ,
མཁྱར,藏文字符,མ,,ཁ,ྱ,,,ར,
མཁྱལ,藏文字符,མ,,ཁ,ྱ,,,ལ,
མཁྱས,藏文字符,མ,,ཁ,ྱ,,,ས,
མཁྱིག,藏文字符,མ,,ཁ,ྱ,,ི,ག,
མཁྱིང,藏文字符,མ,,ཁ,ྱ,,ི,ང,
མཁྱིད,藏文字符,མ,,ཁ,ྱ,,ི,ད,
མཁྱིན,藏文字符,མ,,ཁ,ྱ,,ི,ན,
མཁྱིབ,藏文字符,མ,,ཁ,ྱ,,ི,བ,
མཁྱིམ,藏文字符,མ,,ཁ,ྱ,,ི,མ,
མཁྱིར,藏文字符,མ,,ཁ,ྱ,,ི,ར,
མཁྱིལ,藏文字符,མ,,ཁ,ྱ,,ི,ལ,
མཁྱིས,藏文字符,མ,,ཁ,ྱ,,ི,ས,
མཁྱུག,藏文字符,མ,,ཁ,ྱ,,ུ,ག,
མཁྱུང,藏文字符,མ,,ཁ,ྱ,,ུ,ང,
མཁྱུད,藏文字符,མ,,ཁ,ྱ,,ུ,ད,
མཁྱུན,藏文字符,མ,,ཁ,ྱ,,ུ,ན,
མཁྱུབ,藏文字符,མ,,ཁ,ྱ,,ུ,བ,
མཁྱུམ,藏文字符,མ,,ཁ,ྱ,,ུ,མ,
མཁྱུར,藏文字符,མ,,ཁ,ྱ,,ུ,ར,
མཁྱུལ,藏文字符,མ,,ཁ,ྱ,,ུ,ལ,
མཁྱུས,藏文字符,མ,,ཁ,ྱ,,ུ,ས,
མཁྱེག,藏文字符,མ,,ཁ,ྱ,,ེ,ག,
མཁྱེང,藏文字符,མ,,ཁ,ྱ,,ེ,ང,
མཁྱེད,藏文字符,མ,,ཁ,ྱ,,ེ,ད,
མཁྱེན,藏文字符,མ,,ཁ,ྱ,,ེ,ན,
མཁྱེབ,藏文字符,མ,,ཁ,ྱ,,ེ,བ,
མཁྱེམ,藏文字符,མ,,ཁ,ྱ,,ེ,མ,
མཁྱེར,藏文字符,མ,,ཁ,ྱ,,ེ,ར,
མཁྱེལ,藏文字符,མ,,ཁ,ྱ,,ེ,ལ,
མཁྱེས,藏文字符,མ,,ཁ,ྱ,,ེ,ས,
མཁྱོག,藏文字符,མ,,ཁ,ྱ,,ོ,ག,
མཁྱོང,藏文字符,མ,,ཁ,ྱ,,ོ,ང,
མཁྱོད,藏文字符,མ,,ཁ,ྱ,,ོ,ད,
མཁྱོན,藏文字符,མ,,ཁ,ྱ,,ོ,ན,
མཁྱོབ,藏文字符,མ,,ཁ,ྱ,,ོ,བ,
མཁྱོམ,藏文字符,མ,,ཁ,ྱ,,ོ,མ,
མཁྱོར,藏文字符,མ,,ཁ,ྱ,,ོ,ར,
མཁྱོལ,藏文字符,མ,,ཁ,ྱ,,ོ,ལ,
མཁྱོས,藏文字符,མ,,ཁ,ྱ,,ོ,ས,
མཁྲག,藏文字符,མ,,ཁ,ྲ,,,ག,
མཁྲང,藏文字符,མ,,ཁ,ྲ,,,ང,
མཁྲད,藏文字符,མ,,ཁ,ྲ,,,ད,
མཁྲན,藏文字符,མ,,ཁ,ྲ,,,ན,
མཁྲབ,藏文字符,མ,,ཁ,ྲ,,,བ,
མཁྲམ,藏文字符,མ,,ཁ,ྲ,,,མ,
མཁྲར,藏文字符,མ,,ཁ,ྲ,,,ར,
མཁྲལ,藏文字符,མ,,ཁ,ྲ,,,ལ,
མཁྲས,藏文字符,མ,,ཁ,ྲ,,,ས,
མཁྲིག,藏文字符,མ,,ཁ,ྲ,,ི,ག,
མཁྲིང,藏文字符,མ,,ཁ,ྲ,,ི,ང,
མཁྲིད,藏文字符,མ,,ཁ,ྲ,,ི,ད,
མཁྲིན,藏文字符,མ,,ཁ,ྲ,,ི,ན,
མཁྲིབ,藏文字符,མ,,ཁ,ྲ,,ི,བ,
མཁྲིམ,藏文字符,མ,,ཁ,ྲ,,ི,མ,
མཁྲིར,藏文字符,མ,,ཁ,ྲ,,ི,ར,
མཁྲིལ,藏文字符,མ,,ཁ,ྲ,,ི,ལ,
མཁྲིས,藏文字符,མ,,ཁ,ྲ,,ི,ས,
མཁྲུག,藏文字符,མ,,ཁ,ྲ,,ུ,ག,
མཁྲུང,藏文字符,མ,,ཁ,ྲ,,ུ,ང,
མཁྲུད,藏文字符,མ,,ཁ,ྲ,,ུ,ད,
མཁྲུན,藏文字符,མ,,ཁ,ྲ,,ུ,ན,
མཁྲུབ,藏文字符,མ,,ཁ,ྲ,,ུ,བ,
མཁྲུམ,藏文字符,མ,,ཁ,ྲ,,ུ,མ,
མཁྲུར,藏文字符,མ,,ཁ,ྲ,,ུ,ར,
མཁྲུལ,藏文字符,མ,,ཁ,ྲ,,ུ,ལ,
མཁྲུས,藏文字符,མ,,ཁ,ྲ,,ུ,ས,
མཁྲེག,藏文字符,མ,,ཁ,ྲ,,ེ,ག,
མཁྲེང,藏文字符,མ,,ཁ,ྲ,,ེ,ང,
མཁྲེད,藏文字符,མ,,ཁ,ྲ,,ེ,ད,
མཁྲེན,藏文字符,མ,,ཁ,ྲ,,ེ,ན,
མཁྲེབ,藏文字符,མ,,ཁ,ྲ,,ེ,བ,
མཁྲེམ,藏文字符,མ,,ཁ,ྲ,,ེ,མ,
མཁྲེར,藏文字符,མ,,ཁ,ྲ,,ེ,ར,
མཁྲེལ,藏文字符,མ,,ཁ,ྲ,,ེ,ལ,
མཁྲེས,藏文字符,མ,,ཁ,ྲ,,ེ,ས,
མཁྲོག,藏文字符,མ,,ཁ,ྲ,,ོ,ག,
མཁྲོང,藏文字符,མ,,ཁ,ྲ,,ོ,ང,
མཁྲོད,藏文字符,མ,,ཁ,ྲ,,ོ,ད,
མཁྲོན,藏文字符,མ,,ཁ,ྲ,,ོ,ན,
མཁྲོབ,藏文字符,མ,,ཁ,ྲ,,ོ,བ,
མཁྲོམ,藏文字符,མ,,ཁ,ྲ,,ོ,མ,
མཁྲོར,藏文字符,མ,,ཁ,ྲ,,ོ,ར,
མཁྲོལ,藏文字符,མ,,ཁ,ྲ,,ོ,ལ,
མཁྲོས,藏文字符,མ,,ཁ,ྲ,,ོ,ས,
མགྱག,藏文字符,མ,,ག,ྱ,,,ག,
མགྱང,藏文字符,མ,,ག,ྱ,,,ང,
མགྱད,藏文字符,མ,,ག,ྱ,,,ད,
མགྱན,藏文字符,མ,,ག,ྱ,,,ན,
མགྱབ,藏文字符,མ,,ག,ྱ,,,བ,
མགྱམ,藏文字符,མ,,ག,ྱ,,,མ,
མགྱར,藏文字符,མ,,ག,ྱ,,,ར,
མགྱལ,藏文字符,མ,,ག,ྱ,,,ལ,
མགྱས,藏文字符,མ,,ག,ྱ,,,ས,
མགྱིག,藏文字符,མ,,ག,ྱ,,ི,ག,
མགྱིང,藏文字符,མ,,ག,ྱ,,ི,ང,
མགྱིད,藏文字符,མ,,ག,ྱ,,ི,ད,
མགྱིན,藏文字符,མ,,ག,ྱ,,ི,ན,
མགྱིབ,藏文字符,མ,,ག,ྱ,,ི,བ,
མགྱིམ,藏文字符,མ,,ག,ྱ,,ི,མ,
མགྱིར,藏文字符,མ,,ག,ྱ,,ི,ར,
མགྱིལ,藏文字符,མ,,ག,ྱ,,ི,ལ,
མགྱིས,藏文字符,མ,,ག,ྱ,,ི,ས,
མགྱུག,藏文字符,མ,,ག,ྱ,,ུ,ག,
མགྱུང,藏文字符,མ,,ག,ྱ,,ུ,ང,
མགྱུད,藏文字符,མ,,ག,ྱ,,ུ,ད,
མགྱུན,藏文字符,མ,,ག,ྱ,,ུ,ན,
མགྱུབ,藏文字符,མ,,ག,ྱ,,ུ,བ,
མགྱུམ,藏文字符,མ,,ག,ྱ,,ུ,མ,
མགྱུར,藏文字符,མ,,ག,ྱ,,ུ,ར,
མགྱུལ,藏文字符,མ,,ག,ྱ,,ུ,ལ,
མགྱུས,藏文字符,མ,,ག,ྱ,,ུ,ས,
མགྱེག,藏文字符,མ,,ག,ྱ,,ེ,ག,
མགྱེང,藏文字符,མ,,ག,ྱ,,ེ,ང,
མགྱེད,藏文字符,མ,,ག,ྱ,,ེ,ད,
མགྱེན,藏文字符,མ,,ག,ྱ,,ེ,ན,
མགྱེབ,藏文字符,མ,,ག,ྱ,,ེ,བ,
མགྱེམ,藏文字符,མ,,ག,ྱ,,ེ,མ,
མགྱེར,藏文字符,མ,,ག,ྱ,,ེ,ར,
མགྱེལ,藏文字符,མ,,ག,ྱ,,ེ,ལ,
མགྱེས,藏文字符,མ,,ག,ྱ,,ེ,ས,
མགྱོག,藏文字符,མ,,ག,ྱ,,ོ,ག,
མགྱོང,藏文字符,མ,,ག,ྱ,,ོ,ང,
མགྱོད,藏文字符,མ,,ག,ྱ,,ོ,ད,
མགྱོན,藏文字符,མ,,ག,ྱ,,ོ,ན,
མགྱོབ,藏文字符,མ,,ག,ྱ,,ོ,བ,
མགྱོམ,藏文字符,མ,,ག,ྱ,,ོ,མ,
མགྱོར,藏文字符,མ,,ག,ྱ,,ོ,ར,
མགྱོལ,藏文字符,མ,,ག,ྱ,,ོ,ལ,
མགྱོས,藏文字符,མ,,ག,ྱ,,ོ,ས,
མགྲག,藏文字符,མ,,ག,ྲ,,,ག,
མགྲང,藏文字符,མ,,ག,ྲ,,,ང,
མགྲད,藏文字符,མ,,ག,ྲ,,,ད,
མགྲན,藏文字符,མ,,ག,ྲ,,,ན,
མགྲབ,藏文字符,མ,,ག,ྲ,,,བ,
མགྲམ,藏文字符,མ,,ག,ྲ,,,མ,
མགྲར,藏文字符,མ,,ག,ྲ,,,ར,
མགྲལ,藏文字符,མ,,ག,ྲ,,,ལ,
མགྲས,藏文字符,མ,,ག,ྲ,,,ས,
མགྲིག,藏文字符,མ,,ག,ྲ,,ི,ག,
མགྲིང,藏文字符,མ,,ག,ྲ,,ི,ང,
མགྲིད,藏文字符,མ,,ག,ྲ,,ི,ད,
མགྲིན,藏文字符,མ,,ག,ྲ,,ི,ན,
མགྲིབ,藏文字符,མ,,ག,ྲ,,ི,བ,
མགྲིམ,藏文字符,མ,,ག,ྲ,,ི,མ,
མགྲིར,藏文字符,མ,,ག,ྲ,,ི,ར,
མགྲིལ,藏文字符,མ,,ག,ྲ,,ི,ལ,
མགྲིས,藏文字符,མ,,ག,ྲ,,ི,ས,
མགྲུག,藏文字符,མ,,ག,ྲ,,ུ,ག,
མགྲུང,藏文字符,མ,,ག,ྲ,,ུ,ང,
མགྲུད,藏文字符,མ,,ག,ྲ,,ུ,ད,
མགྲུན,藏文字符,མ,,ག,ྲ,,ུ,ན,
མགྲུབ,藏文字符,མ,,ག,ྲ,,ུ,བ,
མགྲུམ,藏文字符,མ,,ག,ྲ,,ུ,མ,
མགྲུར,藏文字符,མ,,ག,ྲ,,ུ,ར,
མགྲུལ,藏文字符,མ,,ག,ྲ,,ུ,ལ,
མགྲུས,藏文字符,མ,,ག,ྲ,,ུ,ས,
མགྲེག,藏文字符,མ,,ག,ྲ,,ེ,ག,
མགྲེང,藏文字符,མ,,ག,ྲ,,ེ,ང,
མགྲེད,藏文字符,མ,,ག,ྲ,,ེ,ད,
མགྲེན,藏文字符,མ,,ག,ྲ,,ེ,ན,
མགྲེབ,藏文字符,མ,,ག,ྲ,,ེ,བ,
མགྲེམ,藏文字符,མ,,ག,ྲ,,ེ,མ,
མགྲེར,藏文字符,མ,,ག,ྲ,,ེ,ར,
མགྲེལ,藏文字符,མ,,ག,ྲ,,ེ,ལ,
མགྲེས,藏文字符,མ,,ག,ྲ,,ེ,ས,
མགྲོག,藏文字符,མ,,ག,ྲ,,ོ,ག,
མགྲོང,藏文字符,མ,,ག,ྲ,,ོ,ང,
མགྲོད,藏文字符,མ,,ག,ྲ,,ོ,ད,
མགྲོན,藏文字符,མ,,ག,ྲ,,ོ,ན,
མགྲོབ,藏文字符,མ,,ག,ྲ,,ོ,བ,
མགྲོམ,藏文字符,མ,,ག,ྲ,,ོ,མ,
མགྲོར,藏文字符,མ,,ག,ྲ,,ོ,ར,
མགྲོལ,藏文字符,མ,,ག,ྲ,,ོ,ལ,
མགྲོས,藏文字符,མ,,ག,ྲ,,ོ,ས,
འཁྲག,藏文字符,འ,,ཁ,ྲ,,,ག,
འཁྲང,藏文字符,འ,,ཁ,ྲ,,,ང,
འཁྲད,藏文字符,འ,,ཁ,ྲ,,,ད,
འཁྲན,藏文字符,འ,,ཁ,ྲ,,,ན,
འཁྲབ,藏文字符,འ,,ཁ,ྲ,,,བ,
འཁྲམ,藏文字符,འ,,ཁ,ྲ,,,མ,
འཁྲར,藏文字符,འ,,ཁ,ྲ,,,ར,
འཁྲལ,藏文字符,འ,,ཁ,ྲ,,,ལ,
འཁྲས,藏文字符,འ,,ཁ,ྲ,,,ས,
འཁྲིག,藏文字符,འ,,ཁ,ྲ,,ི,ག,
འཁྲིང,藏文字符,འ,,ཁ,ྲ,,ི,ང,
འཁྲིད,藏文字符,འ,,ཁ,ྲ,,ི,ད,
འཁྲིན,藏文字符,འ,,ཁ,ྲ,,ི,ན,
འཁྲིབ,藏文字符,འ,,ཁ,ྲ,,ི,བ,
འཁྲིམ,藏文字符,འ,,ཁ,ྲ,,ི,མ,
འཁྲིར,藏文字符,འ,,ཁ,ྲ,,ི,ར,
འཁྲིལ,藏文字符,འ,,ཁ,ྲ,,ི,ལ,
འཁྲིས,藏文字符,འ,,ཁ,ྲ,,ི,ས,
འཁྲུག,藏文字符,འ,,ཁ,ྲ,,ུ,ག,
འཁྲུང,藏文字符,འ,,ཁ,ྲ,,ུ,ང,
འཁྲུད,藏文字符,འ,,ཁ,ྲ,,ུ,ད,
འཁྲུན,藏文字符,འ,,ཁ,ྲ,,ུ,ན,
འཁྲུབ,藏文字符,འ,,ཁ,ྲ,,ུ,བ,
འཁྲུམ,藏文字符,འ,,ཁ,ྲ,,ུ,མ,
འཁྲུར,藏文字符,འ,,ཁ,ྲ,,ུ,ར,
འཁྲུལ,藏文字符,འ,,ཁ,ྲ,,ུ,ལ,
འཁྲུས,藏文字符,འ,,ཁ,ྲ,,ུ,ས,
འཁྲེག,藏文字符,འ,,ཁ,ྲ,,ེ,ག,
འཁྲེང,藏文字符,འ,,ཁ,ྲ,,ེ,ང,
འཁྲེད,藏文字符,འ,,ཁ,ྲ,,ེ,ད,
འཁྲེན,藏文字符,འ,,ཁ,ྲ,,ེ,ན,
འཁྲེབ,藏文字符,འ,,ཁ,ྲ,,ེ,བ,
འཁྲེམ,藏文字符,འ,,ཁ,ྲ,,ེ,མ,
འཁྲེར,藏文字符,འ,,ཁ,ྲ,,ེ,ར,
འཁྲེལ,藏文字符,འ,,ཁ,ྲ,,ེ,ལ,
འཁྲེས,藏文字符,འ,,ཁ,ྲ,,ེ,ས,
འཁྲོག,藏文字符,འ,,ཁ,ྲ,,ོ,ག,
འཁྲོང,藏文字符,འ,,ཁ,ྲ,,ོ,ང,
འཁྲོད,藏文字符,འ,,ཁ,ྲ,,ོ,ད,
འཁྲོན,藏文字符,འ,,ཁ,ྲ,,ོ,ན,
འཁྲོབ,藏文字符,འ,,ཁ,ྲ,,ོ,བ,
འཁྲོམ,藏文字符,འ,,ཁ,ྲ,,ོ,མ,
འཁྲོར,藏文字符,འ,,ཁ,ྲ,,ོ,ར,
འཁྲོལ,藏文字符,འ,,ཁ,ྲ,,ོ,ལ,
འཁྲོས,藏文字符,འ,,ཁ,ྲ,,ོ,ས,
འགྲག,藏文字符,འ,,ག,ྲ,,,ག,
འགྲང,藏文字符,འ,,ག,ྲ,,,ང,
འགྲད,藏文字符,འ,,ག,ྲ,,,ད,
འགྲན,藏文字符,འ,,ག,ྲ,,,ན,
འགྲབ,藏文字符,འ,,ག,ྲ,,,བ,
འགྲམ,藏文字符,འ,,ག,ྲ,,,མ,
འགྲར,藏文字符,འ,,ག,ྲ,,,ར,
འགྲལ,藏文字符,འ,,ག,ྲ,,,ལ,
འགྲས,藏文字符,འ,,ག,ྲ,,,ས,
འགྲིག,藏文字符,འ,,ག,ྲ,,ི,ག,
འགྲིང,藏文字符,འ,,ག,ྲ,,ི,ང,
འགྲིད,藏文字符,འ,,ག,ྲ,,ི,ད,
འགྲིན,藏文字符,འ,,ག,ྲ,,ི,ན,
འགྲིབ,藏文字符,འ,,ག,ྲ,,ི,བ,
འགྲིམ,藏文字符,འ,,ག,ྲ,,ི,མ,
འགྲིར,藏文字符,འ,,ག,ྲ,,ི,ར,
འགྲིལ,藏文字符,འ,,ག,ྲ,,ི,ལ,
འགྲིས,藏文字符,འ,,ག,ྲ,,ི,ས,
འགྲུག,藏文字符,འ,,ག,ྲ,,ུ,ག,
འགྲུང,藏文字符,འ,,ག,ྲ,,ུ,ང,
འགྲུད,藏文字符,འ,,ག,ྲ,,ུ,ད,
འགྲུན,藏文字符,འ,,ག,ྲ,,ུ,ན,
འགྲུབ,藏文字符,འ,,ག,ྲ,,ུ,བ,
འགྲུམ,藏文字符,འ,,ག,ྲ,,ུ,མ,
འགྲུར,藏文字符,འ,,ག,ྲ,,ུ,ར,
འགྲུལ,藏文字符,འ,,ག,ྲ,,ུ,ལ,
འགྲུས,藏文字符,འ,,ག,ྲ,,ུ,ས,
འགྲེག,藏文字符,འ,,ག,ྲ,,ེ,ག,
འགྲེང,藏文字符,འ,,ག,ྲ,,ེ,ང,
འགྲེད,藏文字符,འ,,ག,ྲ,,ེ,ད,
འགྲེན,藏文字符,འ,,ག,ྲ,,ེ,ན,
འགྲེབ,藏文字符,འ,,ག,ྲ,,ེ,བ,
འགྲེམ,藏文字符,འ,,ག,ྲ,,ེ,མ,
འགྲེར,藏文字符,འ,,ག,ྲ,,ེ,ར,
འགྲེལ,藏文字符,འ,,ག,ྲ,,ེ,ལ,
འགྲེས,藏文字符,འ,,ག,ྲ,,ེ,ས,
འགྲོག,藏文字符,འ,,ག,ྲ,,ོ,ག,
འགྲོང,藏文字符,འ,,ག,ྲ,,ོ,ང,
འགྲོད,藏文字符,འ,,ག,ྲ,,ོ,ད,
འགྲོན,藏文字符,འ,,ག,ྲ,,ོ,ན,
འགྲོབ,藏文字符,འ,,ག,ྲ,,ོ,བ,
འགྲོམ,藏文字符,འ,,ག,ྲ,,ོ,མ,
འགྲོར,藏文字符,འ,,ག,ྲ,,ོ,ར,
འགྲོལ,藏文字符,འ,,ག,ྲ,,ོ,ལ,
འགྲོས,藏文字符,འ,,ག,ྲ,,ོ,ས,
འཕྲག,藏文字符,འ,,ཕ,ྲ,,,ག,
འཕྲང,藏文字符,འ,,ཕ,ྲ,,,ང,
འཕྲད,藏文字符,འ,,ཕ,ྲ,,,ད,
འཕྲན,藏文字符,འ,,ཕ,ྲ,,,ན,
འཕྲབ,藏文字符,འ,,ཕ,ྲ,,,བ,
འཕྲམ,藏文字符,འ,,ཕ,ྲ,,,མ,
འཕྲར,藏文字符,འ,,ཕ,ྲ,,,ར,
འཕྲལ,藏文字符,འ,,ཕ,ྲ,,,ལ,
འཕྲས,藏文字符,འ,,ཕ,ྲ,,,ས,
འཕྲིག,藏文字符,འ,,ཕ,ྲ,,ི,ག,
འཕྲིང,藏文字符,འ,,ཕ,ྲ,,ི,ང,
འཕྲིད,藏文字符,འ,,ཕ,ྲ,,ི,ད,
འཕྲིན,藏文字符,འ,,ཕ,ྲ,,ི,ན,
འཕྲིབ,藏文字符,འ,,ཕ,ྲ,,ི,བ,
འཕྲིམ,藏文字符,འ,,ཕ,ྲ,,ི,མ,
འཕྲིར,藏文字符,འ,,ཕ,ྲ,,ི,ར,
འཕྲིལ,藏文字符,འ,,ཕ,ྲ,,ི,ལ,
འཕྲིས,藏文字符,འ,,ཕ,ྲ,,ི,ས,
འཕྲུག,藏文字符,འ,,ཕ,ྲ,,ུ,ག,
འཕྲུང,藏文字符,འ,,ཕ,ྲ,,ུ,ང,
འཕྲུད,藏文字符,འ,,ཕ,ྲ,,ུ,ད,
འཕྲུན,藏文字符,འ,,ཕ,ྲ,,ུ,ན,
འཕྲུབ,藏文字符,འ,,ཕ,ྲ,,ུ,བ,
འཕྲུམ,藏文字符,འ,,ཕ,ྲ,,ུ,མ,
འཕྲུར,藏文字符,འ,,ཕ,ྲ,,ུ,ར,
འཕྲུལ,藏文字符,འ,,ཕ,ྲ,,ུ,ལ,
འཕྲུས,藏文字符,འ,,ཕ,ྲ,,ུ,ས,
འཕྲེག,藏文字符,འ,,ཕ,ྲ,,ེ,ག,
འཕྲེང,藏文字符,འ,,ཕ,ྲ,,ེ,ང,
འཕྲེད,藏文字符,འ,,ཕ,ྲ,,ེ,ད,
འཕྲེན,藏文字符,འ,,ཕ,ྲ,,ེ,ན,
འཕྲེབ,藏文字符,འ,,ཕ,ྲ,,ེ,བ,
འཕྲེམ,藏文字符,འ,,ཕ,ྲ,,ེ,མ,
འཕྲེར,藏文字符,འ,,ཕ,ྲ,,ེ,ར,
འཕྲེལ,藏文字符,འ,,ཕ,ྲ,,ེ,ལ,
འཕྲེས,藏文字符,འ,,ཕ,ྲ,,ེ,ས,
འཕྲོག,藏文字符,འ,,ཕ,ྲ,,ོ,ག,
འཕྲོང,藏文字符,འ,,ཕ,ྲ,,ོ,ང,
འཕྲོད,藏文字符,འ,,ཕ,ྲ,,ོ,ད,
འཕྲོན,藏文字符,འ,,ཕ,ྲ,,ོ,ན,
འཕྲོབ,藏文字符,འ,,ཕ,ྲ,,ོ,བ,
འཕྲོམ,藏文字符,འ,,ཕ,ྲ,,ོ,མ,
འཕྲོར,藏文字符,འ,,ཕ,ྲ,,ོ,ར,
འཕྲོལ,藏文字符,འ,,ཕ,ྲ,,ོ,ལ,
འཕྲོས,藏文字符,འ,,ཕ,ྲ,,ོ,ས,
འབྲག,藏文字符,འ,,བ,ྲ,,,ག,
འབྲང,藏文字符,འ,,བ,ྲ,,,ང,
འབྲད,藏文字符,འ,,བ,ྲ,,,ད,
འབྲན,藏文字符,འ,,བ,ྲ,,,ན,
འབྲབ,藏文字符,འ,,བ,ྲ,,,བ,
འབྲམ,藏文字符,འ,,བ,ྲ,,,མ,
འབྲར,藏文字符,འ,,བ,ྲ,,,ར,
འབྲལ,藏文字符,འ,,བ,ྲ,,,ལ,
འབྲས,藏文字符,འ,,བ,ྲ,,,ས,
འབྲིག,藏文字符,འ,,བ,ྲ,,ི,ག,
འབྲིང,藏文字符,འ,,བ,ྲ,,ི,ང,
འབྲིད,藏文字符,འ,,བ,ྲ,,ི,ད,
འབྲིན,藏文字符,འ,,བ,ྲ,,ི,ན,
འབྲིབ,藏文字符,འ,,བ,ྲ,,ི,བ,
འབྲིམ,藏文字符,འ,,བ,ྲ,,ི,མ,
འབྲིར,藏文字符,འ,,བ,ྲ,,ི,ར,
འབྲིལ,藏文字符,འ,,བ,ྲ,,ི,ལ,
འབྲིས,藏文字符,འ,,བ,ྲ,,ི,ས,
འབྲུག,藏文字符,འ,,བ,ྲ,,ུ,ག,
འབྲུང,藏文字符,འ,,བ,ྲ,,ུ,ང,
འབྲུད,藏文字符,འ,,བ,ྲ,,ུ,ད,
འབྲུན,藏文字符,འ,,བ,ྲ,,ུ,ན,
འབྲུབ,藏文字符,འ,,བ,ྲ,,ུ,བ,
འབྲུམ,藏文字符,འ,,བ,ྲ,,ུ,མ,
འབྲུར,藏文字符,འ,,བ,ྲ,,ུ,ར,
འབྲུལ,藏文字符,འ,,བ,ྲ,,ུ,ལ,
འབྲུས,藏文字符,འ,,བ,ྲ,,ུ,ས,
འབྲེག,藏文字符,འ,,བ,ྲ,,ེ,ག,
འབྲེང,藏文字符,འ,,བ,ྲ,,ེ,ང,
འབྲེད,藏文字符,འ,,བ,ྲ,,ེ,ད,
འབྲེན,藏文字符,འ,,བ,ྲ,,ེ,ན,
འབྲེབ,藏文字符,འ,,བ,ྲ,,ེ,བ,
འབྲེམ,藏文字符,འ,,བ,ྲ,,ེ,མ,
འབྲེར,藏文字符,འ,,བ,ྲ,,ེ,ར,
འབྲེལ,藏文字符,འ,,བ,ྲ,,ེ,ལ,
འབྲེས,藏文字符,འ,,བ,ྲ,,ེ,ས,
འབྲོག,藏文字符,འ,,བ,ྲ,,ོ,ག,
འབྲོང,藏文字符,འ,,བ,ྲ,,ོ,ང,
འབྲོད,藏文字符,འ,,བ,ྲ,,ོ,ད,
འབྲོན,藏文字符,འ,,བ,ྲ,,ོ,ན,
འབྲོབ,藏文字符,འ,,བ,ྲ,,ོ,བ,
འབྲོམ,藏文字符,འ,,བ,ྲ,,ོ,མ,
འབྲོར,藏文字符,འ,,བ,ྲ,,ོ,ར,
འབྲོལ,藏文字符,འ,,བ,ྲ,,ོ,ལ,
འབྲོས,藏文字符,འ,,བ,ྲ,,ོ,ས,
འདྲག,藏文字符,འ,,ད,ྲ,,,ག,
འདྲང,藏文字符,འ,,ད,ྲ,,,ང,
འདྲད,藏文字符,འ,,ད,ྲ,,,ད,
འདྲན,藏文字符,འ,,ད,ྲ,,,ན,
འདྲབ,藏文字符,འ,,ད,ྲ,,,བ,
འདྲམ,藏文字符,འ,,ད,ྲ,,,མ,
འདྲར,藏文字符,འ,,ད,ྲ,,,ར,
འདྲལ,藏文字符,འ,,ད,ྲ,,,ལ,
འདྲས,藏文字符,འ,,ད,ྲ,,,ས,
འདྲིག,藏文字符,འ,,ད,ྲ,,ི,ག,
འདྲིང,藏文字符,འ,,ད,ྲ,,ི,ང,
འདྲིད,藏文字符,འ,,ད,ྲ,,ི,ད,
འདྲིན,藏文字符,འ,,ད,ྲ,,ི,ན,
འདྲིབ,藏文字符,འ,,ད,ྲ,,ི,བ,
འདྲིམ,藏文字符,འ,,ད,ྲ,,ི,མ,
འདྲིར,藏文字符,འ,,ད,ྲ,,ི,ར,
འདྲིལ,藏文字符,འ,,ད,ྲ,,ི,ལ,
འདྲིས,藏文字符,འ,,ད,ྲ,,ི,ས,
འདྲུག,藏文字符,འ,,ད,ྲ,,ུ,ག,
